fecha,temperatura,humedad,radiacion_solar,precipitacion,zona,tipo_suelo,ph_suelo,nitrogeno,fosforo,potasio,cultivo,rendimiento
2019-07-29,18.28,86.23,22.48,1.06,Aranjuez,arenoso,6.45,53.38,61.44,101.35,fresa,19.20050602204097
2019-07-30,19.03,84.06,22.43,0.14,Aranjuez,franco,5.67,31.98,55.55,53.24,zanahoria,18.304104046144904
2019-07-31,18.64,84.88,21.9,4.45,Aranjuez,franco,6.36,36.03,64.31,78.47,cilantro,18.389429050030692
2019-08-01,18.14,84.66,14.82,4.85,Aranjuez,franco,5.72,99.73,79.89,74.45,lechuga,16.85990365628903
2019-08-02,18.25,88.25,17.89,6.97,Aranjuez,organico,7.41,29.8,75.34,84.08,fresa,18.079750217253224
2019-08-03,18.3,91.5,18.57,6.95,Aranjuez,organico,6.55,99.81,30.99,45.94,cilantro,18.355299917215042
2019-08-04,18.51,83.42,23.28,0.23,Aranjuez,arenoso,7.33,41.26,37.75,125.66,lechuga,18.752058040871848
2019-08-05,18.13,81.66,23.72,0.93,Aranjuez,franco,5.54,87.84,64.32,57.46,fresa,18.316563777994514
2019-08-06,18.15,85.37,20.2,2.29,Aranjuez,arenoso,6.78,82.31,37.17,62.47,fresa,18.148808926880196
2019-08-07,18.53,83.27,21.75,1.08,Aranjuez,franco,6.11,29.83,58.9,104.59,lechuga,18.48279957560286
2019-08-08,18.65,85.72,22.34,1.87,Aranjuez,franco,6.36,86.59,74.3,147.6,zanahoria,18.46581397244606
2019-08-09,18.81,83.96,23.06,1.52,Aranjuez,franco,7.25,64.75,38.41,46.57,zanahoria,18.381219222713337
2019-08-10,18.44,84.83,21.83,5.85,Aranjuez,arenoso,7.46,90.72,49.24,66.53,lechuga,18.763545524072025
2019-08-11,19.12,84.37,21.29,4.5,Aranjuez,arenoso,5.99,103.55,68.9,68.66,espinaca,18.749472343208303
2019-08-12,19.36,83.49,23.34,3.42,Aranjuez,franco,7.4,23.95,43.44,88.8,cilantro,19.05740850084643
2019-08-13,18.79,86.22,18.2,3.21,Aranjuez,arcilloso,6.88,84.8,30.24,128.56,zanahoria,18.117432972813475
2019-08-14,18.01,85.18,22.29,3.83,Aranjuez,arenoso,7.4,30.5,28.07,114.33,tomate,18.28426711979158
2019-08-15,17.92,80.51,20.35,2.57,Aranjuez,organico,6.62,57.89,15.03,46.7,zanahoria,17.754383098709983
2019-08-16,17.49,87.85,10.73,4.54,Aranjuez,arenoso,7.42,21.27,33.13,112.66,lechuga,16.74159504914199
2019-08-17,17.62,87.32,17.54,4.51,Aranjuez,franco,7.28,52.86,58.01,36.39,tomate,17.920931642104943
2019-08-18,18.59,84.19,22.83,0.6,Aranjuez,arcilloso,5.76,36.94,14.12,44.93,zanahoria,18.211289838616295
2019-08-19,18.15,86.13,20.62,0.88,Aranjuez,franco,6.12,75.63,29.2,71.19,espinaca,18.409667939121462
2019-08-20,18.23,83.93,23.84,1.67,Aranjuez,organico,5.99,71.23,17.81,64.82,zanahoria,18.656619369393304
2019-08-21,18.44,80.76,22.6,4.01,Aranjuez,arenoso,6.64,99.33,38.31,133.07,tomate,18.293371612325878
2019-08-22,18.38,78.81,21.53,1.38,Aranjuez,arenoso,7.11,84.0,16.54,149.61,lechuga,17.736993712883173
2019-08-23,18.38,84.27,18.12,3.24,Aranjuez,franco,7.02,91.46,62.22,46.4,zanahoria,17.627887025161993
2019-08-24,18.69,81.73,22.33,3.57,Aranjuez,franco,6.95,29.25,74.96,105.46,cilantro,18.41805499055985
2019-08-25,18.57,82.31,23.13,0.52,Aranjuez,organico,6.25,22.78,23.46,95.72,tomate,18.133945113368497
2019-08-26,18.51,82.22,22.82,0.2,Aranjuez,arcilloso,5.78,116.95,27.54,120.01,fresa,17.945700280780525
2019-08-27,18.44,81.06,25.04,1.41,Aranjuez,organico,5.92,62.7,21.21,110.96,zanahoria,18.92974205526784
2019-08-28,18.83,78.42,12.55,0.92,Aranjuez,arcilloso,6.98,59.5,23.12,55.81,tomate,16.324879535249657
2019-08-29,18.57,76.48,25.17,2.72,Aranjuez,arenoso,5.8,23.5,31.81,129.3,espinaca,18.254932832351944
2019-08-30,19.04,76.78,22.87,1.42,Aranjuez,arcilloso,5.95,31.89,29.68,82.25,espinaca,18.4483495046849
2019-08-31,18.68,80.49,17.33,1.72,Aranjuez,arcilloso,6.35,114.05,36.96,141.28,lechuga,16.92516256559425
2019-09-01,18.88,81.32,21.64,1.95,Aranjuez,arenoso,5.64,89.48,46.75,92.84,cilantro,18.06990541958713
2019-09-02,18.53,82.63,16.03,0.99,Aranjuez,arenoso,5.93,60.92,60.93,57.81,tomate,16.94366609539529
2019-09-03,19.27,77.98,25.85,1.41,Aranjuez,arenoso,5.8,110.45,71.91,136.5,zanahoria,18.37057194918092
2019-09-04,18.52,83.12,18.79,3.46,Aranjuez,organico,7.4,78.99,42.16,127.41,lechuga,17.824847307510378
2019-09-05,19.23,78.72,20.59,5.55,Aranjuez,arenoso,5.88,94.65,73.63,143.1,cilantro,18.085825630875703
2019-09-06,18.99,80.09,14.72,1.51,Aranjuez,franco,7.22,63.16,57.58,136.16,espinaca,17.036328323456328
2019-09-07,18.93,76.72,21.83,2.67,Aranjuez,arenoso,5.73,63.15,61.02,51.88,tomate,17.96769705796515
2019-09-08,19.07,72.08,19.32,0.62,Aranjuez,arenoso,7.24,26.84,46.56,125.99,lechuga,17.008440074392123
2019-09-09,19.75,71.52,21.7,1.86,Aranjuez,arenoso,6.7,93.4,46.63,97.24,tomate,17.38965105150128
2019-09-10,19.8,76.58,21.45,2.92,Aranjuez,arcilloso,7.2,29.91,47.24,72.43,tomate,17.996010377485213
2019-09-11,19.63,79.03,19.4,6.01,Aranjuez,organico,7.23,96.43,44.44,20.99,fresa,18.14266037864617
2019-09-12,19.02,85.61,21.55,20.65,Aranjuez,arenoso,6.69,39.09,42.12,110.69,espinaca,19.503905509350208
2019-09-13,19.52,79.09,20.81,4.75,Aranjuez,organico,7.34,44.74,64.22,131.01,zanahoria,18.426303892941622
2019-09-14,19.09,77.93,16.96,0.38,Aranjuez,franco,6.67,111.79,37.14,98.54,cilantro,16.899573204022293
2019-09-15,19.36,75.19,19.43,7.09,Aranjuez,franco,6.93,67.16,24.47,60.39,espinaca,17.352601935061596
2019-09-16,19.07,80.62,17.41,4.87,Aranjuez,arenoso,6.33,32.52,19.49,27.49,lechuga,17.730935468318116
2019-09-17,18.31,85.24,16.84,5.11,Aranjuez,franco,7.33,110.51,71.57,105.67,zanahoria,18.032206225942144
2019-09-18,17.03,96.84,12.31,15.09,Aranjuez,organico,7.15,65.24,70.4,72.48,espinaca,17.862538545060225
2019-09-19,17.49,86.65,14.36,2.65,Aranjuez,arcilloso,5.83,33.06,27.05,84.59,lechuga,16.841052989456262
2019-09-20,17.0,92.38,15.38,5.35,Aranjuez,arenoso,6.65,59.08,18.27,93.36,espinaca,17.51607528184912
2019-09-21,17.58,88.48,15.66,5.51,Aranjuez,franco,7.29,78.93,77.23,119.91,lechuga,17.59802070817004
2019-09-22,18.17,87.31,20.36,7.28,Aranjuez,organico,7.09,56.23,43.74,89.78,lechuga,18.890808636927012
2019-09-23,17.09,93.83,17.72,7.2,Aranjuez,organico,7.43,112.43,16.54,88.38,tomate,18.36329900128605
2019-09-24,17.58,89.02,17.86,4.03,Aranjuez,franco,5.96,46.97,25.07,82.56,fresa,17.77288671789302
2019-09-25,17.89,89.85,19.32,7.14,Aranjuez,organico,6.23,37.58,59.26,75.6,zanahoria,18.445715955604435
2019-09-26,18.1,84.73,16.3,13.0,Aranjuez,organico,6.51,42.1,15.69,100.99,fresa,17.574147384403428
2019-09-27,18.6,83.18,21.41,5.36,Aranjuez,arenoso,5.97,28.37,40.31,23.17,tomate,18.234698279800934
2019-09-28,18.8,83.43,21.69,8.0,Aranjuez,organico,6.29,65.23,39.93,114.02,fresa,18.444469452720952
2019-09-29,17.25,91.43,16.65,10.1,Aranjuez,franco,6.58,107.83,58.0,60.91,zanahoria,17.99112238911509
2019-09-30,16.63,94.32,17.43,17.24,Aranjuez,arenoso,5.88,50.53,23.96,68.44,cilantro,18.682837018247678
2019-10-01,17.59,88.03,21.02,8.9,Aranjuez,franco,6.01,45.83,78.86,99.85,tomate,18.646393190034676
2019-10-02,17.58,90.06,14.55,4.69,Aranjuez,arcilloso,5.75,103.74,20.87,52.16,fresa,17.5912145127294
2019-10-03,17.2,90.52,12.73,10.23,Aranjuez,franco,6.93,50.6,51.89,105.64,zanahoria,17.195761085799358
2019-10-04,17.83,86.24,21.39,0.83,Aranjuez,franco,6.22,67.69,32.97,36.6,tomate,18.374432812645665
2019-10-05,17.79,86.51,18.44,2.48,Aranjuez,arenoso,5.94,23.12,19.3,104.43,tomate,17.626411239328476
2019-10-06,17.18,87.99,17.26,14.14,Aranjuez,organico,6.51,48.71,47.72,113.24,tomate,18.241108150167356
2019-10-07,18.29,85.3,21.53,2.56,Aranjuez,franco,5.64,33.06,21.87,110.94,fresa,18.709022335017547
2019-10-08,17.85,87.41,15.98,3.79,Aranjuez,arenoso,7.35,30.58,57.59,120.64,zanahoria,17.25215327828247
2019-10-09,17.83,89.07,20.09,1.85,Aranjuez,arcilloso,6.09,63.14,12.27,87.19,fresa,18.02909007707453
2019-10-10,18.34,86.56,14.55,2.33,Aranjuez,arenoso,7.27,47.73,45.73,132.42,zanahoria,17.253931107418076
2019-10-11,17.1,94.3,13.49,4.47,Aranjuez,arenoso,6.5,36.64,25.33,50.36,cilantro,17.46658547101133
2019-10-12,17.24,90.99,17.85,12.51,Aranjuez,organico,7.2,71.15,76.5,69.83,tomate,18.67321669783021
2019-10-13,17.22,86.51,17.43,16.07,Aranjuez,franco,5.99,98.4,59.74,144.35,fresa,18.19330050766932
2019-10-14,16.67,87.89,16.29,1.69,Aranjuez,arcilloso,5.85,93.49,62.87,122.56,cilantro,17.20163749392894
2019-10-15,17.41,86.53,18.32,5.18,Aranjuez,arenoso,7.2,45.08,59.37,116.54,espinaca,17.40565248891211
2019-10-16,16.14,91.23,17.49,3.69,Aranjuez,franco,5.93,46.31,56.61,112.46,cilantro,17.529554643791855
2019-10-17,17.01,89.17,19.2,5.07,Aranjuez,franco,6.99,93.19,19.66,34.36,fresa,17.948913480947954
2019-10-18,16.87,95.06,17.94,11.03,Aranjuez,arenoso,6.19,75.72,79.82,143.58,espinaca,18.727570579881903
2019-10-19,15.74,94.69,15.07,9.91,Aranjuez,franco,7.0,94.24,56.02,58.02,lechuga,17.921792514863927
2019-10-20,16.23,94.35,16.61,5.23,Aranjuez,arenoso,7.32,20.14,72.82,38.77,fresa,18.04741335628162
2019-10-21,17.1,91.53,12.44,4.47,Aranjuez,arenoso,7.46,28.71,45.27,22.42,cilantro,16.930805552486568
2019-10-22,17.33,89.65,16.96,12.42,Aranjuez,arenoso,6.22,100.2,30.02,70.28,espinaca,18.053875209572443
2019-10-23,16.69,92.27,17.78,18.85,Aranjuez,arcilloso,6.24,105.11,40.61,107.44,tomate,18.58327538400712
2019-10-24,16.93,93.83,14.74,4.02,Aranjuez,arenoso,7.46,54.34,37.94,70.93,cilantro,17.82810196092329
2019-10-25,18.05,87.88,16.34,3.64,Aranjuez,organico,7.22,115.83,11.12,125.14,fresa,17.942020970335253
2019-10-26,17.36,94.49,18.89,21.1,Aranjuez,franco,5.59,50.16,57.25,43.6,cilantro,19.81632164583942
2019-10-27,17.57,88.93,17.06,18.89,Aranjuez,arcilloso,6.65,109.03,61.64,42.06,tomate,18.691478190927466
2019-10-28,18.58,85.89,20.62,3.92,Aranjuez,franco,5.86,62.17,12.86,54.62,lechuga,18.328140262936287
2019-10-29,17.18,94.49,20.33,12.73,Aranjuez,arcilloso,7.49,76.18,27.22,27.06,cilantro,19.095859776233436
2019-10-30,18.31,85.89,19.51,8.87,Aranjuez,organico,5.78,84.33,56.51,129.08,fresa,18.42420314469983
2019-10-31,18.49,86.7,18.29,14.44,Aranjuez,arcilloso,6.62,33.31,32.53,37.54,espinaca,18.790538266418316
2019-11-01,17.84,89.65,17.19,12.81,Aranjuez,arcilloso,6.83,23.71,75.37,69.41,lechuga,17.972984336404352
2019-11-02,17.46,88.24,17.44,4.9,Aranjuez,arcilloso,7.37,62.68,17.88,80.19,lechuga,18.065101561094455
2019-11-03,17.17,91.14,15.37,7.34,Aranjuez,franco,7.19,36.04,74.97,50.54,tomate,17.8758234956176
2019-11-04,17.32,87.89,19.34,4.54,Aranjuez,arenoso,5.99,74.89,73.98,134.99,lechuga,18.0084078938508
2019-11-05,17.3,89.51,13.19,0.91,Aranjuez,franco,6.65,65.36,76.9,115.65,lechuga,16.30141052409076
2019-11-06,17.4,90.41,19.66,11.95,Aranjuez,arenoso,7.41,32.21,15.41,23.66,lechuga,18.96282369798503
2019-11-07,19.02,83.77,20.38,1.7,Aranjuez,franco,6.97,86.58,29.07,77.03,zanahoria,18.495638423849094
2019-11-08,18.83,88.4,16.84,5.64,Aranjuez,organico,6.88,22.05,27.59,37.91,fresa,17.846417662367806
2019-11-09,15.98,95.53,7.16,8.49,Aranjuez,organico,7.01,32.64,71.97,103.06,lechuga,16.510495948546676
2019-11-10,17.71,87.86,15.4,15.38,Aranjuez,arcilloso,6.15,90.02,66.5,84.12,zanahoria,17.877723097783335
2019-11-11,17.53,91.19,18.23,9.84,Aranjuez,organico,6.96,72.79,21.12,125.11,zanahoria,18.390148654492748
2019-11-12,17.11,95.82,10.85,8.25,Aranjuez,arcilloso,5.97,48.19,19.9,108.94,cilantro,17.580621677559964
2019-11-13,16.99,95.03,11.23,42.22,Aranjuez,arenoso,6.36,38.02,43.19,126.41,lechuga,18.564017519375053
2019-11-14,16.92,93.68,13.28,18.24,Aranjuez,organico,7.28,84.23,22.13,133.92,tomate,17.97333468739387
2019-11-15,17.22,93.69,14.93,9.87,Aranjuez,arenoso,5.54,40.56,43.31,43.48,lechuga,18.030945015146276
2019-11-16,17.13,92.68,17.56,2.16,Aranjuez,franco,6.33,118.46,69.13,95.86,cilantro,17.912662908028196
2019-11-17,16.57,93.92,14.88,4.99,Aranjuez,arenoso,6.03,106.93,44.99,40.69,tomate,17.592847782690747
2019-11-18,17.39,92.78,16.74,1.96,Aranjuez,franco,5.9,33.22,60.71,51.64,fresa,17.991000627507823
2019-11-19,17.06,94.32,15.4,1.54,Aranjuez,arenoso,7.18,105.92,27.51,49.57,tomate,17.549335875290232
2019-11-20,18.31,86.56,16.24,0.78,Aranjuez,arenoso,6.89,54.5,28.61,65.9,cilantro,17.297278258197235
2019-11-21,18.0,87.81,17.73,10.8,Aranjuez,organico,5.73,69.0,51.56,122.42,tomate,18.179715706349544
2019-11-22,17.28,91.38,17.44,5.16,Aranjuez,arenoso,6.49,34.28,69.67,61.26,espinaca,18.004297588418527
2019-11-23,17.87,88.4,17.42,5.9,Aranjuez,organico,6.43,31.86,47.18,116.86,cilantro,17.99813520713241
2019-11-24,17.64,90.32,16.6,3.78,Aranjuez,organico,5.79,106.55,23.88,20.11,tomate,17.67336231621489
2019-11-25,18.3,86.36,18.0,0.94,Aranjuez,arcilloso,7.1,82.99,25.25,95.22,lechuga,17.826759068380355
2019-11-26,18.89,89.49,18.45,1.19,Aranjuez,arcilloso,6.23,66.05,53.19,56.56,tomate,18.601585387796884
2019-11-27,18.72,89.71,18.8,1.46,Aranjuez,franco,7.02,23.62,17.24,116.44,lechuga,18.1652635886671
2019-11-28,17.64,94.13,15.53,11.57,Aranjuez,arenoso,5.88,112.2,14.58,148.84,zanahoria,18.583079869313174
2019-11-29,16.88,96.9,13.63,11.76,Aranjuez,franco,6.13,57.61,17.2,89.2,espinaca,17.906670920500154
2019-11-30,17.76,89.35,16.3,4.15,Aranjuez,arenoso,5.69,61.66,37.46,89.28,fresa,17.39974293353008
2019-12-01,18.53,85.14,21.26,0.39,Aranjuez,arcilloso,5.79,48.98,34.81,146.67,cilantro,18.369049190405796
2019-12-02,18.55,87.59,19.0,1.66,Aranjuez,arcilloso,7.27,109.13,10.15,66.7,fresa,18.107001838715565
2019-12-03,17.98,90.75,14.48,4.18,Aranjuez,arenoso,5.72,54.46,21.32,71.52,tomate,17.586134737045032
2019-12-04,17.41,90.96,18.51,7.73,Aranjuez,arenoso,5.69,37.42,34.33,110.56,zanahoria,18.030899599693736
2019-12-05,18.1,86.81,19.49,1.75,Aranjuez,arcilloso,7.38,70.06,40.1,84.12,zanahoria,17.964700528814966
2019-12-06,17.62,88.79,17.87,6.76,Aranjuez,arcilloso,6.79,98.15,38.16,119.95,espinaca,18.44328900763868
2019-12-07,17.54,87.99,13.91,6.7,Aranjuez,franco,5.7,57.13,32.37,73.48,tomate,16.909862424833122
2019-12-08,17.85,87.59,15.19,3.38,Aranjuez,arcilloso,7.44,85.2,66.83,109.56,espinaca,17.621809260405428
2019-12-09,18.08,85.75,20.83,0.31,Aranjuez,arenoso,5.79,50.42,39.12,120.12,fresa,17.759147563940928
2019-12-10,18.17,86.41,16.22,1.41,Aranjuez,franco,7.03,91.98,55.11,103.57,zanahoria,17.339602194714523
2019-12-11,17.62,90.41,16.11,6.53,Aranjuez,arenoso,5.57,86.87,68.27,46.28,espinaca,17.738796990183687
2019-12-12,15.55,94.84,16.68,5.02,Aranjuez,organico,6.75,88.08,69.76,87.11,tomate,17.61213246768563
2019-12-13,16.36,89.31,13.03,1.22,Aranjuez,franco,6.59,84.59,69.99,145.64,espinaca,16.484537581372383
2019-12-14,16.8,92.6,12.08,20.94,Aranjuez,arenoso,5.92,35.63,44.63,33.55,lechuga,17.989221931638443
2019-12-15,17.69,88.58,13.57,8.26,Aranjuez,arcilloso,6.79,108.8,56.29,111.67,zanahoria,16.99572979320043
2019-12-16,18.48,87.01,16.86,1.1,Aranjuez,organico,6.73,78.58,32.03,122.46,zanahoria,18.19279317111509
2019-12-17,17.2,96.59,15.13,6.29,Aranjuez,arenoso,7.1,58.24,70.33,107.75,lechuga,17.940159412949697
2019-12-18,17.59,88.99,14.27,5.09,Aranjuez,franco,7.25,37.23,24.93,34.64,espinaca,17.3078597328729
2019-12-19,18.28,87.35,17.72,5.6,Aranjuez,arenoso,6.52,98.36,65.14,29.72,espinaca,17.835521604657437
2019-12-20,18.08,89.7,17.77,2.2,Aranjuez,organico,6.48,70.9,42.89,85.87,espinaca,18.18692641575625
2019-12-21,18.02,87.94,16.36,1.5,Aranjuez,franco,6.74,34.73,30.92,61.73,espinaca,17.260934935044908
2019-12-22,18.11,90.49,14.76,6.08,Aranjuez,organico,6.96,112.14,36.58,70.77,espinaca,17.80012311903697
2019-12-23,18.63,87.99,16.2,3.82,Aranjuez,arenoso,6.21,30.61,51.18,55.47,lechuga,17.8603455380686
2019-12-24,19.31,85.5,20.08,0.82,Aranjuez,arcilloso,6.51,72.42,75.1,126.56,cilantro,18.405298944874996
2019-12-25,18.15,93.87,14.21,3.26,Aranjuez,arcilloso,6.67,81.06,16.83,130.51,fresa,17.732625263232276
2019-12-26,18.68,88.75,19.33,1.36,Aranjuez,arenoso,7.48,119.9,74.36,22.12,lechuga,18.133055332176482
2019-12-27,18.57,89.91,10.33,1.23,Aranjuez,arenoso,6.68,34.09,67.1,125.73,espinaca,16.59604637314406
2019-12-28,17.94,90.43,17.33,1.88,Aranjuez,arenoso,5.95,81.36,51.11,107.54,cilantro,18.137295436081992
2019-12-29,19.12,84.57,15.66,2.78,Aranjuez,franco,6.68,67.67,19.12,79.07,cilantro,17.352871577808557
2019-12-30,17.69,96.1,10.12,19.97,Aranjuez,organico,7.14,45.71,66.87,30.76,zanahoria,18.028161414244046
2019-12-31,17.17,93.9,11.12,18.47,Aranjuez,organico,7.21,114.22,58.34,106.93,zanahoria,17.740728712866456
2020-01-01,18.01,89.71,14.4,3.73,Aranjuez,organico,7.1,99.08,44.81,54.24,fresa,17.50669811227718
2020-01-02,18.35,86.35,18.75,2.56,Aranjuez,arenoso,7.28,97.71,72.01,91.46,tomate,17.874525265519278
2020-01-03,17.95,85.24,21.65,7.55,Aranjuez,organico,6.17,109.92,56.51,48.83,zanahoria,18.76802031782104
2020-01-04,17.83,85.63,21.8,1.12,Aranjuez,arenoso,6.52,92.5,30.2,134.12,tomate,18.38926294839446
2020-01-05,17.88,87.25,20.31,1.46,Aranjuez,franco,7.06,70.67,13.05,65.39,zanahoria,18.73358513853206
2020-01-06,17.57,85.09,20.73,0.25,Aranjuez,arcilloso,6.03,59.15,63.15,109.27,tomate,18.118633804949894
2020-01-07,17.37,85.71,23.11,0.24,Aranjuez,arenoso,6.24,90.41,27.88,84.16,tomate,18.81638196499357
2020-01-08,16.73,85.75,22.01,0.02,Aranjuez,arenoso,7.16,80.28,29.64,138.86,lechuga,18.0470873305124
2020-01-09,16.78,80.61,23.82,0.04,Aranjuez,arcilloso,7.04,74.29,41.48,49.63,lechuga,18.179585679003797
2020-01-10,16.6,80.04,23.83,0.09,Aranjuez,arcilloso,7.44,78.91,62.5,144.19,espinaca,17.460716859646062
2020-01-11,16.67,77.11,23.63,0.08,Aranjuez,franco,7.49,85.53,74.7,117.8,cilantro,17.577153249097144
2020-01-12,17.0,83.05,21.66,0.0,Aranjuez,organico,5.98,116.87,25.14,111.14,lechuga,17.734206037684427
2020-01-13,17.72,82.63,22.46,0.0,Aranjuez,arenoso,7.3,95.32,71.74,129.28,zanahoria,17.86685738496566
2020-01-14,17.47,84.23,20.33,0.0,Aranjuez,organico,5.69,37.64,52.31,104.72,lechuga,17.685732578782456
2020-01-15,17.37,85.99,14.97,0.0,Aranjuez,arenoso,6.92,66.68,69.89,34.32,fresa,16.807376407232947
2020-01-16,18.23,84.07,21.27,0.0,Aranjuez,franco,5.94,87.82,69.37,110.8,lechuga,18.394852415741017
2020-01-17,18.63,84.29,20.43,0.0,Aranjuez,arcilloso,6.1,37.57,37.47,76.9,tomate,18.273233377060325
2020-01-18,19.38,81.13,19.91,0.0,Aranjuez,franco,7.39,113.27,57.47,91.96,lechuga,17.65500470858214
2020-01-19,19.15,84.95,19.03,1.49,Aranjuez,arcilloso,6.03,27.7,76.26,73.08,tomate,18.606792985910076
2020-01-20,17.94,91.08,9.92,3.73,Aranjuez,organico,6.85,81.1,57.07,42.24,zanahoria,16.89182259051898
2020-01-21,17.49,93.64,16.92,12.11,Aranjuez,organico,5.86,117.59,42.07,83.02,zanahoria,18.591363962700704
2020-01-22,17.03,92.29,11.17,11.68,Aranjuez,franco,5.69,92.79,36.04,28.17,lechuga,17.283392274894858
2020-01-23,18.29,83.52,15.4,1.17,Aranjuez,arcilloso,6.18,87.73,20.03,26.98,espinaca,17.00183479791611
2020-01-24,17.9,88.9,14.45,2.25,Aranjuez,franco,6.75,119.74,79.92,89.32,espinaca,17.310183170700466
2020-01-25,18.08,88.02,19.65,0.27,Aranjuez,arcilloso,6.0,99.18,56.05,43.44,zanahoria,18.230476136275648
2020-01-26,18.81,86.37,17.61,1.23,Aranjuez,arcilloso,6.1,117.03,29.36,101.07,fresa,17.799181578165058
2020-01-27,17.77,90.32,18.53,4.51,Aranjuez,organico,6.92,89.89,15.21,44.82,cilantro,18.159860872067803
2020-01-28,17.92,88.94,15.73,2.34,Aranjuez,organico,5.71,86.55,62.77,124.68,fresa,17.561441062517886
2020-01-29,18.4,86.56,19.79,2.01,Aranjuez,arcilloso,6.39,96.26,69.86,39.01,lechuga,18.501273510334993
2020-01-30,18.36,85.21,20.96,0.45,Aranjuez,arcilloso,7.38,38.88,39.95,77.72,zanahoria,18.133183945517914
2020-01-31,18.5,82.16,20.74,1.11,Aranjuez,arcilloso,6.29,100.58,76.93,80.55,lechuga,18.07841066691191
2020-02-01,19.07,82.51,21.41,3.33,Aranjuez,organico,6.37,117.01,32.99,100.62,lechuga,18.321560359616907
2020-02-02,17.32,92.26,15.46,3.87,Aranjuez,organico,6.98,81.16,62.92,72.3,zanahoria,17.41784838188017
2020-02-03,18.83,80.22,21.76,0.4,Aranjuez,arenoso,7.06,21.24,28.41,105.39,lechuga,18.480626782852767
2020-02-04,18.63,76.47,23.2,1.07,Aranjuez,arcilloso,7.04,27.21,33.52,119.64,zanahoria,17.828419260329795
2020-02-05,18.15,77.83,23.54,0.89,Aranjuez,arenoso,7.5,43.47,52.38,35.97,tomate,17.982421017838163
2020-02-06,18.36,75.19,24.38,0.06,Aranjuez,arcilloso,5.64,69.11,12.57,29.54,cilantro,17.763268512816282
2020-02-07,18.29,75.94,20.38,0.71,Aranjuez,organico,7.46,61.38,24.76,108.07,espinaca,17.08998408701484
2020-02-08,17.47,87.04,20.36,6.02,Aranjuez,arenoso,7.4,117.92,22.34,130.93,zanahoria,18.671711360304126
2020-02-09,17.88,85.35,21.75,2.77,Aranjuez,arenoso,7.2,114.56,32.96,82.37,cilantro,18.079752100766996
2020-02-10,18.28,82.82,24.47,0.7,Aranjuez,franco,6.41,59.27,64.42,102.23,tomate,18.951408144325107
2020-02-11,18.76,72.22,23.16,1.44,Aranjuez,arcilloso,7.24,99.43,73.53,58.75,zanahoria,17.505076959592426
2020-02-12,18.53,71.32,19.7,2.04,Aranjuez,organico,5.94,83.64,10.89,133.69,zanahoria,16.813914950226497
2020-02-13,18.48,82.07,19.86,2.26,Aranjuez,franco,7.08,44.31,28.01,120.3,zanahoria,17.612327517154448
2020-02-14,18.31,86.42,17.02,2.96,Aranjuez,franco,5.87,113.12,11.78,96.33,lechuga,17.74537296614576
2020-02-15,18.25,85.65,15.33,1.83,Aranjuez,arcilloso,7.13,45.95,70.29,59.86,tomate,17.406217999830336
2020-02-16,18.67,80.58,20.43,1.6,Aranjuez,franco,6.73,107.03,23.91,76.95,espinaca,18.158397143496153
2020-02-17,18.59,78.8,20.76,0.27,Aranjuez,arcilloso,5.7,83.76,63.95,56.33,cilantro,17.55183490143468
2020-02-18,19.46,77.63,25.84,0.0,Aranjuez,franco,7.29,82.11,12.33,76.1,lechuga,18.55064553928432
2020-02-19,20.17,78.66,23.08,1.36,Aranjuez,arcilloso,6.66,103.84,37.89,26.47,fresa,18.483223597520556
2020-02-20,18.71,87.98,19.78,1.74,Aranjuez,organico,6.81,69.43,35.1,33.73,espinaca,18.376556896933625
2020-02-21,17.76,92.57,17.14,21.97,Aranjuez,arcilloso,6.07,105.34,33.05,48.24,lechuga,19.387816700609605
2020-02-22,18.56,89.15,13.61,9.74,Aranjuez,arcilloso,7.24,75.02,49.91,137.52,zanahoria,17.76050353515758
2020-02-23,18.14,88.88,15.31,18.12,Aranjuez,arenoso,6.59,118.46,37.39,80.5,fresa,18.357303374071595
2020-02-24,18.28,90.37,15.08,5.66,Aranjuez,organico,6.34,85.99,38.23,82.47,espinaca,17.959208828670285
2020-02-25,18.71,89.09,19.81,7.56,Aranjuez,organico,6.57,57.41,23.24,88.73,lechuga,18.795851322103665
2020-02-26,17.0,90.67,18.33,5.16,Aranjuez,organico,6.91,96.34,39.02,85.02,fresa,17.807524295921468
2020-02-27,17.73,87.68,18.68,2.67,Aranjuez,franco,6.89,70.99,61.88,31.21,lechuga,17.98336976818136
2020-02-28,17.96,86.05,19.65,0.35,Aranjuez,arenoso,6.22,100.6,32.62,62.05,cilantro,18.061906970457077
2020-02-29,18.45,87.68,17.13,5.65,Aranjuez,organico,6.27,103.35,70.0,28.77,zanahoria,17.77370361026371
2020-03-01,18.56,88.21,16.46,2.18,Aranjuez,franco,6.62,81.69,21.63,29.05,zanahoria,17.78504855226733
2020-03-02,18.8,87.85,17.92,1.54,Aranjuez,franco,7.35,107.22,69.26,30.04,zanahoria,18.249715080380074
2020-03-03,19.59,84.35,18.58,0.41,Aranjuez,franco,6.99,60.34,53.1,136.67,cilantro,17.621734560997822
2020-03-04,19.15,86.27,17.57,2.01,Aranjuez,arenoso,6.28,25.74,39.66,48.47,fresa,18.294739780355332
